"Points:0","Points:1","Points:2","p"
0.15597,0.061946,0,1.3753e+05
0.15597,0.061946,0.01,1.3753e+05
0.15399,0.063465,0,1.3865e+05
0.15399,0.063465,0.01,1.3865e+05
0.15343,0.063902,0,1.3887e+05
0.15343,0.063902,0.01,1.3887e+05
0.15371,0.063682,0,1.3877e+05
0.15371,0.063682,0.01,1.3877e+05
0.15455,0.063027,0,1.3835e+05
0.15455,0.063027,0.01,1.3835e+05
0.15483,0.062807,0,1.3804e+05
0.15483,0.062807,0.01,1.3804e+05
0.1554,0.062376,0,1.3772e+05
0.1554,0.062376,0.01,1.3772e+05
0.15568,0.062159,0,1.3765e+05
0.15568,0.062159,0.01,1.3765e+05
0.15512,0.062591,0,1.378e+05
0.15512,0.062591,0.01,1.378e+05
0.15427,0.063244,0,1.385e+05
0.15427,0.063244,0.01,1.385e+05
0.16417,0.056173,0,1.311e+05
0.16417,0.056173,0.01,1.311e+05
0.1861,0.0508,0,1.2616e+05
0.1861,0.0508,0.01,1.2616e+05
0.1866,0.0508,0,1.2635e+05
0.1866,0.0508,0.01,1.2635e+05
0.1871,0.0508,0,1.2653e+05
0.1871,0.0508,0.01,1.2653e+05
0.1876,0.0508,0,1.267e+05
0.1876,0.0508,0.01,1.267e+05
0.1881,0.0508,0,1.2686e+05
0.1881,0.0508,0.01,1.2686e+05
0.1886,0.0508,0,1.2701e+05
0.1886,0.0508,0.01,1.2701e+05
0.1891,0.0508,0,1.2715e+05
0.1891,0.0508,0.01,1.2715e+05
0.1896,0.0508,0,1.2728e+05
0.1896,0.0508,0.01,1.2728e+05
0.2201,0.0508,0,1.2981e+05
0.2201,0.0508,0.01,1.2981e+05
0.2206,0.0508,0,1.2982e+05
0.2206,0.0508,0.01,1.2982e+05
0.2211,0.0508,0,1.2983e+05
0.2211,0.0508,0.01,1.2983e+05
0.2216,0.0508,0,1.2984e+05
0.2216,0.0508,0.01,1.2984e+05
0.2221,0.0508,0,1.2984e+05
0.2221,0.0508,0.01,1.2984e+05
0.2226,0.0508,0,1.2985e+05
0.2226,0.0508,0.01,1.2985e+05
0.2231,0.0508,0,1.2986e+05
0.2231,0.0508,0.01,1.2986e+05
0.2236,0.0508,0,1.2987e+05
0.2236,0.0508,0.01,1.2987e+05
0.2241,0.0508,0,1.2987e+05
0.2241,0.0508,0.01,1.2987e+05
0.2246,0.0508,0,1.2988e+05
0.2246,0.0508,0.01,1.2988e+05
0.2251,0.0508,0,1.2989e+05
0.2251,0.0508,0.01,1.2989e+05
0.2256,0.0508,0,1.2989e+05
0.2256,0.0508,0.01,1.2989e+05
0.2261,0.0508,0,1.299e+05
0.2261,0.0508,0.01,1.299e+05
0.2266,0.0508,0,1.299e+05
0.2266,0.0508,0.01,1.299e+05
0.2271,0.0508,0,1.2991e+05
0.2271,0.0508,0.01,1.2991e+05
0.2276,0.0508,0,1.2991e+05
0.2276,0.0508,0.01,1.2991e+05
0.2361,0.0508,0,1.2998e+05
0.2361,0.0508,0.01,1.2998e+05
0.2366,0.0508,0,1.2998e+05
0.2366,0.0508,0.01,1.2998e+05
0.2371,0.0508,0,1.2998e+05
0.2371,0.0508,0.01,1.2998e+05
0.2376,0.0508,0,1.2998e+05
0.2376,0.0508,0.01,1.2998e+05
0.2381,0.0508,0,1.2999e+05
0.2381,0.0508,0.01,1.2999e+05
0.2386,0.0508,0,1.2999e+05
0.2386,0.0508,0.01,1.2999e+05
0.2391,0.0508,0,1.2999e+05
0.2391,0.0508,0.01,1.2999e+05
0.2396,0.0508,0,1.2999e+05
0.2396,0.0508,0.01,1.2999e+05
0.2401,0.0508,0,1.2999e+05
0.2401,0.0508,0.01,1.2999e+05
0.2406,0.0508,0,1.2999e+05
0.2406,0.0508,0.01,1.2999e+05
0.2411,0.0508,0,1.3e+05
0.2411,0.0508,0.01,1.3e+05
0.2416,0.0508,0,1.3e+05
0.2416,0.0508,0.01,1.3e+05
0.2421,0.0508,0,1.3e+05
0.2421,0.0508,0.01,1.3e+05
0.2426,0.0508,0,1.3e+05
0.2426,0.0508,0.01,1.3e+05
0.2431,0.0508,0,1.3e+05
0.2431,0.0508,0.01,1.3e+05
0.2436,0.0508,0,1.3e+05
0.2436,0.0508,0.01,1.3e+05
0.2601,0.0508,0,1.3001e+05
0.2601,0.0508,0.01,1.3001e+05
0.2606,0.0508,0,1.3001e+05
0.2606,0.0508,0.01,1.3001e+05
0.2611,0.0508,0,1.3001e+05
0.2611,0.0508,0.01,1.3001e+05
0.2616,0.0508,0,1.3001e+05
0.2616,0.0508,0.01,1.3001e+05
0.2621,0.0508,0,1.3001e+05
0.2621,0.0508,0.01,1.3001e+05
0.2626,0.0508,0,1.3001e+05
0.2626,0.0508,0.01,1.3001e+05
0.2631,0.0508,0,1.3001e+05
0.2631,0.0508,0.01,1.3001e+05
0.2636,0.0508,0,1.3001e+05
0.2636,0.0508,0.01,1.3001e+05
0.2641,0.0508,0,1.3001e+05
0.2641,0.0508,0.01,1.3001e+05
0.2646,0.0508,0,1.3e+05
0.2646,0.0508,0.01,1.3e+05
0.2651,0.0508,0,1.3e+05
0.2651,0.0508,0.01,1.3e+05
0.2656,0.0508,0,1.3e+05
0.2656,0.0508,0.01,1.3e+05
0.2661,0.0508,0,1.3e+05
0.2661,0.0508,0.01,1.3e+05
0.2666,0.0508,0,1.3e+05
0.2666,0.0508,0.01,1.3e+05
0.2671,0.0508,0,1.3e+05
0.2671,0.0508,0.01,1.3e+05
0.2676,0.0508,0,1.3e+05
0.2676,0.0508,0.01,1.3e+05
0.2751,0.0508,0,1.2997e+05
0.2751,0.0508,0.01,1.2997e+05
0.2756,0.0508,0,1.2997e+05
0.2756,0.0508,0.01,1.2997e+05
0.2761,0.0508,0,1.2997e+05
0.2761,0.0508,0.01,1.2997e+05
0.2766,0.0508,0,1.2996e+05
0.2766,0.0508,0.01,1.2996e+05
0.2771,0.0508,0,1.2996e+05
0.2771,0.0508,0.01,1.2996e+05
0.27757,0.0508,0,1.2996e+05
0.27757,0.0508,0.01,1.2996e+05
0.27804,0.0508,0,1.2997e+05
0.27804,0.0508,0.01,1.2997e+05
0.27843,0.0508,0,1.3001e+05
0.27843,0.0508,0.01,1.3001e+05
0.118,0.09203,0,1.4702e+05
0.118,0.09203,0.01,1.4702e+05
0.11952,0.091027,0,1.4693e+05
0.11952,0.091027,0.01,1.4693e+05
0.11982,0.090824,0,1.4688e+05
0.11982,0.090824,0.01,1.4688e+05
0.11891,0.091433,0,1.4698e+05
0.11891,0.091433,0.01,1.4698e+05
0.11831,0.091832,0,1.4696e+05
0.11831,0.091832,0.01,1.4696e+05
0.11861,0.091634,0,1.4697e+05
0.11861,0.091634,0.01,1.4697e+05
0.11921,0.091229,0,1.4695e+05
0.11921,0.091229,0.01,1.4695e+05
0.121,0.090005,0,1.4682e+05
0.121,0.090005,0.01,1.4682e+05
0.12189,0.089383,0,1.4676e+05
0.12189,0.089383,0.01,1.4676e+05
0.1213,0.0898,0,1.4678e+05
0.1213,0.0898,0.01,1.4678e+05
0.12159,0.089593,0,1.4678e+05
0.12159,0.089593,0.01,1.4678e+05
0.12247,0.088964,0,1.4669e+05
0.12247,0.088964,0.01,1.4669e+05
0.12276,0.088755,0,1.4672e+05
0.12276,0.088755,0.01,1.4672e+05
0.12335,0.088331,0,1.466e+05
0.12335,0.088331,0.01,1.466e+05
0.12364,0.088117,0,1.4659e+05
0.12364,0.088117,0.01,1.4659e+05
0.12306,0.088544,0,1.4668e+05
0.12306,0.088544,0.01,1.4668e+05
0.12218,0.089174,0,1.4672e+05
0.12218,0.089174,0.01,1.4672e+05
0.12041,0.090416,0,1.4688e+05
0.12041,0.090416,0.01,1.4688e+05
0.12071,0.09021,0,1.4684e+05
0.12071,0.09021,0.01,1.4684e+05
0.12011,0.090622,0,1.4689e+05
0.12011,0.090622,0.01,1.4689e+05
0.11647,0.093005,0,1.471e+05
0.11647,0.093005,0.01,1.471e+05
0.11678,0.092812,0,1.4704e+05
0.11678,0.092812,0.01,1.4704e+05
0.11739,0.092426,0,1.4705e+05
0.11739,0.092426,0.01,1.4705e+05
0.10632,0.10357,0,1.4956e+05
0.10632,0.10357,0.01,1.4956e+05
0.10673,0.10365,0,1.495e+05
0.10673,0.10365,0.01,1.495e+05
0.10717,0.10372,0,1.4946e+05
0.10717,0.10372,0.01,1.4946e+05
0.1076,0.10379,0,1.4941e+05
0.1076,0.10379,0.01,1.4941e+05
0.10804,0.10385,0,1.4937e+05
0.10804,0.10385,0.01,1.4937e+05
0.10847,0.10391,0,1.4936e+05
0.10847,0.10391,0.01,1.4936e+05
0.10891,0.10397,0,1.4934e+05
0.10891,0.10397,0.01,1.4934e+05
0.10934,0.10402,0,1.4928e+05
0.10934,0.10402,0.01,1.4928e+05
0.10979,0.10407,0,1.4924e+05
0.10979,0.10407,0.01,1.4924e+05
0.11023,0.10412,0,1.4921e+05
0.11023,0.10412,0.01,1.4921e+05
0.1107,0.10417,0,1.4918e+05
0.1107,0.10417,0.01,1.4918e+05
0.11116,0.10421,0,1.4915e+05
0.11116,0.10421,0.01,1.4915e+05
0.11164,0.10426,0,1.4912e+05
0.11164,0.10426,0.01,1.4912e+05
0.1321,0.10448,0,1.49e+05
0.1321,0.10448,0.01,1.49e+05
0.1326,0.10448,0,1.49e+05
0.1326,0.10448,0.01,1.49e+05
0.1331,0.10448,0,1.49e+05
0.1331,0.10448,0.01,1.49e+05
0.1336,0.10448,0,1.49e+05
0.1336,0.10448,0.01,1.49e+05
0.1341,0.10448,0,1.49e+05
0.1341,0.10448,0.01,1.49e+05
0.1346,0.10448,0,1.49e+05
0.1346,0.10448,0.01,1.49e+05
0.1351,0.10448,0,1.49e+05
0.1351,0.10448,0.01,1.49e+05
0.1356,0.10448,0,1.49e+05
0.1356,0.10448,0.01,1.49e+05
0.1361,0.10448,0,1.49e+05
0.1361,0.10448,0.01,1.49e+05
0.1366,0.10448,0,1.49e+05
0.1366,0.10448,0.01,1.49e+05
0.13709,0.10448,0,1.4899e+05
0.13709,0.10448,0.01,1.4899e+05
0.13758,0.10448,0,1.4899e+05
0.13758,0.10448,0.01,1.4899e+05
0.13803,0.10448,0,1.4899e+05
0.13803,0.10448,0.01,1.4899e+05
0.13849,0.10448,0,1.4895e+05
0.13849,0.10448,0.01,1.4895e+05
0.13887,0.10448,0,1.4897e+05
0.13887,0.10448,0.01,1.4897e+05
0.14353,0.071979,0,1.428e+05
0.14353,0.071979,0.01,1.428e+05
0.1438,0.07175,0,1.4274e+05
0.1438,0.07175,0.01,1.4274e+05
0.14598,0.069935,0,1.4199e+05
0.14598,0.069935,0.01,1.4199e+05
0.1479,0.068353,0,1.4132e+05
0.1479,0.068353,0.01,1.4132e+05
0.14735,0.068803,0,1.4147e+05
0.14735,0.068803,0.01,1.4147e+05
0.14763,0.068577,0,1.4143e+05
0.14763,0.068577,0.01,1.4143e+05
0.14653,0.069481,0,1.4178e+05
0.14653,0.069481,0.01,1.4178e+05
0.14681,0.069253,0,1.4168e+05
0.14681,0.069253,0.01,1.4168e+05
0.14626,0.069705,0,1.4189e+05
0.14626,0.069705,0.01,1.4189e+05
0.14708,0.069029,0,1.4155e+05
0.14708,0.069029,0.01,1.4155e+05
0.14489,0.070841,0,1.4233e+05
0.14489,0.070841,0.01,1.4233e+05
0.14544,0.070388,0,1.4217e+05
0.14544,0.070388,0.01,1.4217e+05
0.14571,0.070158,0,1.4208e+05
0.14571,0.070158,0.01,1.4208e+05
0.14517,0.070612,0,1.4226e+05
0.14517,0.070612,0.01,1.4226e+05
0.14435,0.071295,0,1.4247e+05
0.14435,0.071295,0.01,1.4247e+05
0.14462,0.071067,0,1.4243e+05
0.14462,0.071067,0.01,1.4243e+05
0.14408,0.071523,0,1.4261e+05
0.14408,0.071523,0.01,1.4261e+05
0.15204,0.065003,0,1.3962e+05
0.15204,0.065003,0.01,1.3962e+05
0.15093,0.065889,0,1.3995e+05
0.15093,0.065889,0.01,1.3995e+05
0.15148,0.065446,0,1.3982e+05
0.15148,0.065446,0.01,1.3982e+05
0.15176,0.065222,0,1.3973e+05
0.15176,0.065222,0.01,1.3973e+05
0.15121,0.065666,0,1.3986e+05
0.15121,0.065666,0.01,1.3986e+05
0.17194,0.052024,0,1.1908e+05
0.17194,0.052024,0.01,1.1908e+05
0.16792,0.053951,0,1.2657e+05
0.16792,0.053951,0.01,1.2657e+05
0.16601,0.055041,0,1.2905e+05
0.16601,0.055041,0.01,1.2905e+05
0.16447,0.05598,0,1.3089e+05
0.16447,0.05598,0.01,1.3089e+05
0.16478,0.055788,0,1.3039e+05
0.16478,0.055788,0.01,1.3039e+05
0.16539,0.055409,0,1.2913e+05
0.16539,0.055409,0.01,1.2913e+05
0.1657,0.055225,0,1.2905e+05
0.1657,0.055225,0.01,1.2905e+05
0.16508,0.055595,0,1.2966e+05
0.16508,0.055595,0.01,1.2966e+05
0.16695,0.054483,0,1.2748e+05
0.16695,0.054483,0.01,1.2748e+05
0.16632,0.054855,0,1.2879e+05
0.16632,0.054855,0.01,1.2879e+05
0.16664,0.054669,0,1.2831e+05
0.16664,0.054669,0.01,1.2831e+05
0.16727,0.054304,0,1.2667e+05
0.16727,0.054304,0.01,1.2667e+05
0.1676,0.054128,0,1.2655e+05
0.1676,0.054128,0.01,1.2655e+05
0.16989,0.052937,0,1.2363e+05
0.16989,0.052937,0.01,1.2363e+05
0.1689,0.053425,0,1.2452e+05
0.1689,0.053425,0.01,1.2452e+05
0.16825,0.053774,0,1.2632e+05
0.16825,0.053774,0.01,1.2632e+05
0.16857,0.053598,0,1.2564e+05
0.16857,0.053598,0.01,1.2564e+05
0.16923,0.053263,0,1.2378e+05
0.16923,0.053263,0.01,1.2378e+05
0.16956,0.0531,0,1.2367e+05
0.16956,0.0531,0.01,1.2367e+05
0.1709,0.052469,0,1.2107e+05
0.1709,0.052469,0.01,1.2107e+05
0.17023,0.052774,0,1.228e+05
0.17023,0.052774,0.01,1.228e+05
0.17056,0.052616,0,1.2162e+05
0.17056,0.052616,0.01,1.2162e+05
0.17125,0.052322,0,1.2078e+05
0.17125,0.052322,0.01,1.2078e+05
0.17159,0.052173,0,1.2031e+05
0.17159,0.052173,0.01,1.2031e+05
0.1901,0.0508,0,1.2741e+05
0.1901,0.0508,0.01,1.2741e+05
0.1906,0.0508,0,1.2752e+05
0.1906,0.0508,0.01,1.2752e+05
0.1911,0.0508,0,1.2763e+05
0.1911,0.0508,0.01,1.2763e+05
0.1916,0.0508,0,1.2774e+05
0.1916,0.0508,0.01,1.2774e+05
0.1921,0.0508,0,1.2784e+05
0.1921,0.0508,0.01,1.2784e+05
0.1926,0.0508,0,1.2793e+05
0.1926,0.0508,0.01,1.2793e+05
0.1931,0.0508,0,1.2802e+05
0.1931,0.0508,0.01,1.2802e+05
0.1936,0.0508,0,1.2811e+05
0.1936,0.0508,0.01,1.2811e+05
0.1941,0.0508,0,1.2819e+05
0.1941,0.0508,0.01,1.2819e+05
0.1946,0.0508,0,1.2827e+05
0.1946,0.0508,0.01,1.2827e+05
0.1951,0.0508,0,1.2834e+05
0.1951,0.0508,0.01,1.2834e+05
0.1956,0.0508,0,1.2841e+05
0.1956,0.0508,0.01,1.2841e+05
0.2041,0.0508,0,1.2922e+05
0.2041,0.0508,0.01,1.2922e+05
0.2046,0.0508,0,1.2925e+05
0.2046,0.0508,0.01,1.2925e+05
0.2051,0.0508,0,1.2928e+05
0.2051,0.0508,0.01,1.2928e+05
0.2056,0.0508,0,1.2931e+05
0.2056,0.0508,0.01,1.2931e+05
0.2061,0.0508,0,1.2934e+05
0.2061,0.0508,0.01,1.2934e+05
0.2066,0.0508,0,1.2937e+05
0.2066,0.0508,0.01,1.2937e+05
0.2281,0.0508,0,1.2992e+05
0.2281,0.0508,0.01,1.2992e+05
0.2286,0.0508,0,1.2992e+05
0.2286,0.0508,0.01,1.2992e+05
0.2291,0.0508,0,1.2993e+05
0.2291,0.0508,0.01,1.2993e+05
0.2296,0.0508,0,1.2993e+05
0.2296,0.0508,0.01,1.2993e+05
0.2301,0.0508,0,1.2994e+05
0.2301,0.0508,0.01,1.2994e+05
0.2306,0.0508,0,1.2994e+05
0.2306,0.0508,0.01,1.2994e+05
0.2311,0.0508,0,1.2994e+05
0.2311,0.0508,0.01,1.2994e+05
0.2316,0.0508,0,1.2995e+05
0.2316,0.0508,0.01,1.2995e+05
0.2441,0.0508,0,1.3e+05
0.2441,0.0508,0.01,1.3e+05
0.2446,0.0508,0,1.3001e+05
0.2446,0.0508,0.01,1.3001e+05
0.2451,0.0508,0,1.3001e+05
0.2451,0.0508,0.01,1.3001e+05
0.2456,0.0508,0,1.3001e+05
0.2456,0.0508,0.01,1.3001e+05
0.2461,0.0508,0,1.3001e+05
0.2461,0.0508,0.01,1.3001e+05
0.2466,0.0508,0,1.3001e+05
0.2466,0.0508,0.01,1.3001e+05
0.2471,0.0508,0,1.3001e+05
0.2471,0.0508,0.01,1.3001e+05
0.2476,0.0508,0,1.3001e+05
0.2476,0.0508,0.01,1.3001e+05
0.2481,0.0508,0,1.3001e+05
0.2481,0.0508,0.01,1.3001e+05
0.2486,0.0508,0,1.3001e+05
0.2486,0.0508,0.01,1.3001e+05
0.2491,0.0508,0,1.3001e+05
0.2491,0.0508,0.01,1.3001e+05
0.2496,0.0508,0,1.3001e+05
0.2496,0.0508,0.01,1.3001e+05
0.13999,0.074946,0,1.4376e+05
0.13999,0.074946,0.01,1.4376e+05
0.13891,0.075858,0,1.4402e+05
0.13891,0.075858,0.01,1.4402e+05
0.13945,0.075402,0,1.4386e+05
0.13945,0.075402,0.01,1.4386e+05
0.13973,0.075171,0,1.4381e+05
0.13973,0.075171,0.01,1.4381e+05
0.13918,0.075628,0,1.4395e+05
0.13918,0.075628,0.01,1.4395e+05
0.134,0.079954,0,1.4508e+05
0.134,0.079954,0.01,1.4508e+05
0.13591,0.078365,0,1.4469e+05
0.13591,0.078365,0.01,1.4469e+05
0.13537,0.078819,0,1.4485e+05
0.13537,0.078819,0.01,1.4485e+05
0.13564,0.078591,0,1.4474e+05
0.13564,0.078591,0.01,1.4474e+05
0.13455,0.079502,0,1.4499e+05
0.13455,0.079502,0.01,1.4499e+05
0.13482,0.079273,0,1.4484e+05
0.13482,0.079273,0.01,1.4484e+05
0.13428,0.079725,0,1.4503e+05
0.13428,0.079725,0.01,1.4503e+05
0.13509,0.079046,0,1.4485e+05
0.13509,0.079046,0.01,1.4485e+05
0.1177,0.092228,0,1.4704e+05
0.1177,0.092228,0.01,1.4704e+05
0.11709,0.092619,0,1.4703e+05
0.11709,0.092619,0.01,1.4703e+05
0.11616,0.093199,0,1.4709e+05
0.11616,0.093199,0.01,1.4709e+05
0.10342,0.099907,0,1.4615e+05
0.10342,0.099907,0.01,1.4615e+05
